SOD,Num_Sat_Rcv, X, Y, Z, Receiver_Bias,GDOP
42901,10,6347495.76,-22944.9549,622821.535,-2.76340889,2.99224152
42931,10,6347496.64,-22945.1144,622821.564,-2.37383182,3.00596984
42961,10,6347496.33,-22944.8033,622821.897,-2.42655511,3.01989252
42991,10,6347497.04,-22945.3193,622821.448,-1.99020825,3.03400807
43021,10,6347497.29,-22945.3185,622822.033,-1.33446638,3.04831525
43051,10,6347497.29,-22944.5527,622821.395,-1.80920127,3.06281255
43081,10,6347495.98,-22944.5055,622821.422,-2.85861823,3.07749826
43111,10,6347495.85,-22945.6562,622822.007,-2.65570403,3.09236983
43141,10,6347497.88,-22945.0532,622821.272,-1.67414551,3.10742481
43171,10,6347497.59,-22945.3819,622821.428,-1.62527434,3.12266135
43201,10,6347496.34,-22945.3072,622821.946,-2.15430271,3.13807631
43231,10,6347497.22,-22945.2061,622821.727,-1.90025258,3.15366597
43261,10,6347497.39,-22944.7712,622821.954,-1.91132115,3.16942728
43291,10,6347496.45,-22944.5766,622821.745,-2.44024576,3.18535655
43321,10,6347497.43,-22945.7505,622821.262,-1.96262677,3.201449
43351,10,6347496.48,-22945.1944,622821.865,-2.41367123,3.2177007
43381,10,6347497.62,-22945.1071,622821.644,-1.65648024,3.23410608
43411,10,6347498.94,-22945.1707,622821.816,-0.911505464,3.25066011
43441,10,6347497.09,-22945.7198,622821.437,-2.02367031,3.2673578
43471,10,6347497.26,-22944.6082,622821.723,-2.08099182,3.28419183
43501,10,6347496.66,-22945.0164,622821.965,-2.00978643,3.30115625
43531,10,6347497.71,-22944.5309,622821.492,-1.75673384,3.31824351
43561,10,6347497.74,-22944.971,622821.101,-1.59049764,3.33544661
43591,10,6347497.63,-22945.3092,622821.412,-1.64052612,3.35275726
43621,10,6347496.45,-22944.9259,622821.566,-2.31387512,3.37016719
43651,10,6347497.52,-22945.1708,622821.86,-1.37239018,3.38766664
43681,10,6347497.96,-22944.834,622821.544,-1.38452309,3.40524666
43711,10,6347496.79,-22945.4139,622821.787,-2.36682789,3.42289726
43741,10,6347496.8,-22945.5489,622822.042,-2.14453565,3.44060718
43771,10,6347497.33,-22944.8997,622821.678,-1.84832332,3.45836534
43801,10,6347498.14,-22945.3058,622821.641,-1.43152241,3.47615989
43831,10,6347497.78,-22944.3024,622821.772,-1.46034512,3.49397868
43861,10,6347497.36,-22944.7121,622821.645,-1.54639099,3.51180853
43891,10,6347500.12,-22944.7906,622821.287,0.160646255,3.52963506
43921,10,6347498.35,-22945.0618,622821.79,-1.02357631,3.54744562
43951,10,6347495.11,-22944.585,622821.788,-3.33051409,2.96192578
43981,10,6347496.4,-22944.1774,622822.053,-2.35527705,2.97793265
44011,10,6347496.23,-22944.4416,622822.235,-2.12212581,2.99413007
44041,10,6347497.08,-22944.7029,622821.417,-2.02081612,3.01051383
44071,10,6347496.04,-22944.9311,622821.51,-2.75921064,3.02707984
44101,10,6347495.5,-22944.7207,622822.066,-2.98365084,3.04382295
44131,10,6347497.21,-22944.2097,622822.218,-1.89913628,3.06073768
44161,10,6347496.13,-22944.6724,622822.178,-2.30614993,3.07781903
44191,10,6347495.71,-22944.504,622822.348,-2.82381103,3.09506016
44221,10,6347494.74,-22945.0027,622822.041,-3.48850669,3.1124545
44251,10,6347496.8,-22944.12,622822.21,-2.15849614,3.12999404
44281,10,6347495.79,-22944.0758,622822.213,-2.7019788,3.1476719
44311,10,6347496.77,-22944.6699,622821.903,-2.17765084,3.16547873
44341,10,6347495.43,-22945.0508,622822.054,-3.0575246,3.18340609
44371,10,6347493.65,-22944.6022,622821.557,-4.66592436,3.20144404
44401,10,6347493.06,-22944.7731,622822.208,-4.68610416,3.21958169
44431,10,6347496.81,-22944.9494,622821.914,-2.23055108,3.23780764
44461,10,6347496.29,-22943.9997,622822.16,-2.52357891,3.25611157
44491,10,6347496.44,-22944.1153,622822.425,-2.55574857,3.27448018
44521,10,6347495.08,-22944.7978,622821.905,-3.18497671,3.29290087
44551,10,6347495.39,-22944.1936,622822.299,-3.21618602,3.31135906
44581,10,6347494.3,-22944.3189,622821.46,-4.07767205,3.32984097
44611,10,6347496.67,-22944.853,622822.042,-2.28291485,3.34833013
44641,10,6347495.08,-22944.9133,622821.861,-2.95639599,3.36681217
44671,10,6347496.11,-22944.7973,622822.315,-2.67212703,3.38526899
44701,10,6347494.8,-22944.7545,622821.879,-3.57474342,3.40368422
44731,10,6347494.75,-22944.9257,622821.681,-3.49892412,3.42203889
44761,10,6347495.5,-22944.1334,622822.336,-3.2399768,3.44031414
44791,10,6347496.83,-22944.6214,622822.58,-2.3195476,3.45849058
44821,10,6347496.89,-22944.9629,622821.794,-2.15229318,3.47654841
44851,10,6347494.58,-22944.3552,622821.709,-4.18693995,3.49446679
44881,10,6347496.08,-22943.667,622822.301,-3.26039213,3.512223
44911,10,6347496.09,-22944.2891,622822.166,-3.41310835,3.52979615
44941,9,6347494.33,-22945.0783,622822.306,-4.38083104,3.54716357
44971,9,6347494.61,-22944.6902,622822.203,-4.07092847,3.56430148
45001,9,6347495.36,-22944.8055,622822.163,-3.26953322,3.58118657
45031,9,6347494.19,-22945.3851,622821.464,-4.38516484,3.59779545
45061,9,6347494.31,-22944.3189,622821.859,-4.2919468,3.61410302
45091,9,6347497.05,-22944.5375,622822.052,-2.42746599,3.63008459
45121,9,6347495.47,-22944.3952,622822.182,-3.25547552,3.64571684
45151,9,6347493.71,-22944.385,622822.348,-4.3325325,3.6609741
45181,9,6347495.14,-22944.8145,622822.164,-3.43399895,3.67583087
45211,9,6347496.17,-22945.0883,622822.315,-2.31033169,3.690263
45241,9,6347494.37,-22944.7813,622822.448,-3.49773114,3.70424641
45271,9,6347494.23,-22944.874,622822.604,-3.60732249,3.71775577
45301,9,6347494.49,-22944.8074,622821.917,-3.41426039,3.73076742
45331,9,6347496.18,-22944.6812,622822.742,-2.12065063,3.74325727
45361,9,6347495.96,-22944.0632,622822.843,-2.370208,3.75520326
45391,9,6347495.37,-22943.9837,622822.244,-2.89910867,3.7665827
45421,9,6347495.84,-22944.389,622822.827,-2.45914605,3.77737347
45451,9,6347494.43,-22944.3453,622821.839,-3.58020629,3.78755576
45481,9,6347496.37,-22944.9856,622822.769,-1.90615949,3.79710834
45511,9,6347495.38,-22944.6629,622822.263,-2.73114231,3.8060142
45541,9,6347495.41,-22944.81,622823.089,-2.44994461,3.81425471
45571,9,6347493.95,-22944.3907,622822.265,-3.74182419,3.82181444
45601,9,6347494.5,-22944.4072,622822.752,-3.31634994,3.82867746
45631,9,6347494.63,-22944.7566,622822.257,-3.42415612,3.83483105
45661,9,6347496.24,-22944.6429,622822.729,-2.00194407,3.84026265
45691,9,6347495.36,-22944.7782,622822.739,-2.63514937,3.84496286
45721,9,6347494.38,-22944.8725,622822.804,-3.32933638,3.84892238
45751,9,6347493,-22944.9915,622822.612,-4.17531809,3.85213421
45781,9,6347494.33,-22944.6932,622822.411,-3.39136,3.85459228
45811,9,6347494.38,-22944.2134,622822.621,-3.31330233,3.85629385
45841,9,6347495.23,-22944.3858,622822.964,-2.54948369,3.85723666
45871,9,6347495.38,-22944.44,622822.557,-2.48503043,2.71138857
45901,9,6347493.2,-22945.3864,622821.797,-3.90018243,2.71699681
45931,9,6347493.47,-22943.8634,622822.376,-4.16046085,2.72251473
45961,9,6347494.36,-22945.1652,622822.169,-3.35006055,2.72793825
45991,9,6347492.88,-22945.2107,622821.709,-4.15359189,2.73326353
46021,9,6347492.57,-22944.9298,622821.621,-4.53853188,2.73848585
46051,9,6347493.89,-22944.7217,622821.95,-3.71362581,2.74360096
46081,9,6347495.58,-22944.7017,622822.49,-2.60548445,2.74860488
46111,9,6347495.44,-22945.1407,622822.34,-2.54608233,2.75349382
46141,9,6347493.55,-22944.5563,622822.463,-3.73672098,2.75826373
46171,9,6347494.23,-22944.641,622822.945,-3.46524938,2.76291002
46201,9,6347493.94,-22945.3921,622822.034,-3.57008526,2.76742925
46231,10,6347494.07,-22944.9797,622822.226,-3.55793894,2.77181743
46261,10,6347494.07,-22944.3953,622822.598,-3.44493683,2.77607091
46291,10,6347494.07,-22945.3671,622822.127,-4.0373125,2.78018599
46321,10,6347494.17,-22944.9237,622822.524,-4.29724912,2.78415915
46351,10,6347494.29,-22944.5181,622822.759,-3.95858342,2.78798693
46381,10,6347494.44,-22944.6228,622822.234,-3.75549414,2.79166602
46411,10,6347494.93,-22944.5594,622822.672,-3.28171803,2.79519322
46441,10,6347494.6,-22943.8448,622822.339,-3.5497978,2.79856557
46471,10,6347491.82,-22944.9462,622822.021,-5.32436964,2.80178049
46501,10,6347493.87,-22945.2892,622823.01,-3.9543191,2.80483405
46531,10,6347493.14,-22944.5913,622822.072,-4.8815632,2.80772469
46561,10,6347495.21,-22944.8231,622822.767,-3.14288996,2.81044923
46591,10,6347494.03,-22945.2354,622822.702,-3.83298908,2.8130062
46621,10,6347495.2,-22945.4442,622822.38,-3.14222434,2.81539258
46651,10,6347494.2,-22944.6101,622823.209,-3.6994044,2.81760714
46681,10,6347493.46,-22945.573,622822.659,-4.17837597,2.81964766
46711,10,6347494.56,-22945.6615,622822.065,-3.58746371,2.82151225
46741,10,6347494.28,-22945.2152,622822.338,-3.5916617,2.82320003
46771,10,6347495.81,-22944.8962,622822.815,-2.56356908,2.82470921
46801,10,6347495.51,-22945.6561,622822.596,-2.98052089,2.82603931
46831,10,6347496,-22944.9131,622822.858,-2.49964539,2.827189
46861,10,6347494.25,-22944.8815,622823.366,-3.47627846,2.82815812
46891,10,6347493.84,-22945.262,622822.995,-4.38635855,2.82894555
46921,10,6347494.04,-22945.5209,622822.807,-4.15131257,2.82955112
46951,10,6347494.09,-22945.3509,622822.646,-4.42815745,2.82997484
46981,10,6347492.65,-22944.794,622821.852,-4.83738246,2.83021697
47011,10,6347493.03,-22945.6115,622822.063,-4.20833808,2.83027736
47041,10,6347492.85,-22945.4132,622822.257,-4.75545746,2.83015674
47071,10,6347492.56,-22945.1109,622822.285,-5.07578345,2.82985572
47101,10,6347493.07,-22945.5681,622822.84,-4.3919654,2.82937502
47131,10,6347494.51,-22944.8512,622823.336,-3.576837,2.82871555
47161,10,6347493.33,-22946.0154,622822.368,-4.43168401,2.82787916
47191,10,6347493.32,-22945.5047,622822.698,-4.09579969,2.82686655
47221,10,6347495.14,-22945.3904,622822.201,-2.95348848,2.82567913
47251,10,6347494.21,-22945.2408,622822.59,-3.775327,2.82431947
47281,10,6347493.29,-22944.6237,622822.766,-4.14345685,2.82278888
47311,10,6347494.78,-22945.049,622822.338,-3.26684824,2.82108902
47341,10,6347493.21,-22945.2462,622822.586,-4.00485078,2.81922301
47371,10,6347495.02,-22945.4843,622822.226,-2.96444127,2.81719202
47401,10,6347493.35,-22945.4851,622822.069,-4.20927273,2.81499973
47431,10,6347494.08,-22945.0789,622823.3,-3.73468282,2.81264775
47461,10,6347493.6,-22945.5686,622822.495,-3.97650113,2.81013932
47491,11,6347494.94,-22944.2543,622822.52,-3.16226025,2.80747678
47521,11,6347494.68,-22944.8004,622822.948,-3.17983669,2.8046638
47551,11,6347492.99,-22944.8111,622822.684,-4.23652835,2.80170327
47581,11,6347493.68,-22945.0214,622822.334,-3.64932774,2.79859773
47611,11,6347493.4,-22944.5451,622822.946,-4.16928813,2.79535103
47641,11,6347495.23,-22944.9711,622822.571,-2.81400197,2.79196593
47671,11,6347495.16,-22944.7567,622822.754,-2.91854374,2.14421552
47701,11,6347495.92,-22944.7698,622823.033,-2.21471366,2.14486426
47731,11,6347495.05,-22944.6325,622822.725,-2.82171011,2.14544732
47761,11,6347495.51,-22944.7396,622822.38,-2.63379359,2.14596449
47791,11,6347495.38,-22944.6608,622822.888,-2.65481492,2.14641612
47821,11,6347495.52,-22944.5126,622822.552,-2.50148348,2.14680231
47851,11,6347495.32,-22945.8558,622822.602,-2.32642944,2.40436805
47881,11,6347494.73,-22946.0449,622822.989,-2.86214963,2.4070734
47911,11,6347496.77,-22945.2079,622822.875,-1.56794948,2.40972226
47941,11,6347495.68,-22944.8318,622822.993,-2.52023827,2.41231439
47971,11,6347496.18,-22945.1103,622823.529,-1.94075252,2.41484835
48001,11,6347496.01,-22945.0254,622822.908,-2.03696442,2.41732356
48031,11,6347496.01,-22944.5894,622823.393,-2.10944841,2.41973914
48061,11,6347495.64,-22945.1519,622823.577,-2.47352377,2.42209443
48091,11,6347495.23,-22944.1941,622823.022,-2.6244135,2.42438869
48121,11,6347496.64,-22944.6172,622822.807,-1.92280076,2.42662106
48151,11,6347495.37,-22945.236,622823.232,-2.69650532,2.42879151
48181,11,6347496.47,-22944.9079,622823.437,-1.83002787,2.43089886
48211,11,6347497.24,-22944.71,622823.849,-1.33678245,2.43294298
48241,11,6347494.96,-22944.1966,622823.312,-2.9548223,2.43492377
48271,11,6347496.46,-22944.7338,622823.48,-1.9624826,2.43683998
48301,11,6347497.66,-22945.4583,622823.671,-0.927782835,2.43869181
48331,11,6347496.27,-22944.6383,622822.909,-2.23916285,2.44047925
48361,11,6347496.13,-22944.5797,622822.902,-2.29134323,2.44220159
48391,11,6347495.94,-22945.3287,622823.277,-2.20345354,2.44385882
48421,11,6347495.87,-22945.0514,622823.112,-2.67546598,2.44545078
48451,12,6347495.4,-22945.9342,622823.622,-2.64314786,2.44697747
48481,12,6347496.17,-22945.5447,622823.561,-2.24396852,2.44843864
48511,12,6347495.27,-22945.767,622823.625,-3.34447556,2.44983469
48541,12,6347496.66,-22945.2632,622823.89,-2.9339976,2.45116516
48571,12,6347496.1,-22944.7606,622823.562,-3.55054573,2.45243075
48601,12,6347495.31,-22945.0366,622823.654,-3.75693448,2.45363138
48631,12,6347496.53,-22945.0092,622824.113,-2.36169404,2.45476697
48661,12,6347495.27,-22944.7861,622823.433,-3.08583007,2.45583837
48691,12,6347495.28,-22944.8551,622823.362,-2.76922251,2.45684539
48721,12,6347495.27,-22945.4619,622823.493,-2.5128131,2.45778855
48751,12,6347496.58,-22944.8178,622823.582,-1.50014376,2.45866804
48781,12,6347495.55,-22945.2605,622823.537,-2.37293903,2.45948481
48811,12,6347495.62,-22945.1667,622823.763,-2.49878088,2.46023884
48841,12,6347496.17,-22945.2524,622824.262,-1.9781635,2.46093075
48871,12,6347497.07,-22945.4412,622823.649,-1.25743367,2.46156111
48901,12,6347496.82,-22945.4149,622824.352,-1.32124188,2.46213069
48931,12,6347495.14,-22945.1155,622823.84,-2.88146559,2.46264019
48961,12,6347495.66,-22945.1585,622823.358,-2.34143309,2.46308974
48991,12,6347495.8,-22945.62,622823.623,-2.3960662,2.4634804
49021,12,6347496.59,-22945.6378,622823.451,-1.71432105,2.46381275
49051,12,6347495.58,-22945.4229,622823.33,-2.16703587,2.4640879
49081,12,6347495.65,-22945.8325,622823.455,-2.52734419,2.46430622
49111,12,6347495.92,-22944.9278,622824.033,-2.21211575,2.46446864
49141,12,6347495.43,-22945.1751,622823.753,-2.61584078,2.46457618
49171,12,6347495.65,-22945.2789,622823.699,-2.41436781,2.46462947
49201,12,6347496.33,-22945.125,622824.263,-1.66824033,2.46462942
49231,12,6347495.22,-22945.3103,622823.844,-2.68596798,2.46457732
49261,12,6347494.24,-22944.8493,622823.584,-3.58752695,2.46447379
49291,12,6347495.97,-22945.0315,622824.202,-2.38427306,2.46431943
49321,12,6347493.57,-22945.408,622823.134,-4.33999274,2.46411622
49351,12,6347496.73,-22944.9658,622823.756,-1.90879709,2.4638637
49381,12,6347496.02,-22945.7501,622824.051,-2.326744,2.46356429
49411,12,6347496.38,-22945.6551,622824.297,-2.01741345,2.46321828
49441,12,6347496.58,-22945.5613,622824.312,-2.04878599,2.4628269
49471,12,6347496.59,-22946.2595,622824.682,-1.93689054,2.46239119
49501,12,6347497.01,-22945.6039,622823.894,-1.77307005,2.46191213
49531,12,6347496.42,-22945.2938,622823.801,-2.317744,2.46139098
49561,12,6347496.58,-22945.5292,622824.057,-2.17470465,2.46082857
49591,12,6347496.7,-22945.5512,622823.912,-2.12134427,2.46022611
49621,12,6347494.99,-22945.2327,622824.067,-3.29417544,2.45958493
49651,12,6347495.96,-22945.5554,622823.778,-2.46112982,2.4589055
49681,12,6347495.99,-22945.2322,622823.847,-2.7437582,2.4581894
49711,12,6347496.81,-22945.4693,622824.079,-2.0496008,2.45743751
49741,11,6347496.75,-22944.7582,622824.031,-1.95790185,2.45665115
49771,11,6347497.67,-22944.971,622824.526,-1.31241407,2.45583116
49801,11,6347497.23,-22946.1214,622824.236,-1.75141528,2.45497903
49831,11,6347496.24,-22945.3049,622824.676,-2.36257117,2.45409564
49861,11,6347496.03,-22946.4512,622824.239,-2.67762225,2.453182
49891,11,6347497.01,-22945.4647,622824.163,-1.82198712,2.45223905
49921,11,6347495.94,-22945.716,622824.335,-2.8891561,2.45126839
49951,11,6347497.18,-22945.9834,622823.928,-1.47360652,2.45027049
49981,11,6347497.76,-22945.9982,622824.546,-1.16416269,2.4492468
50011,11,6347496.93,-22945.7626,622823.991,-2.04738978,2.44819856
50041,11,6347497.17,-22945.6811,622824.465,-1.49255775,2.44712641
50071,11,6347496,-22944.9874,622824.054,-2.76124858,2.44603181
50101,11,6347496.36,-22945.3463,622824.282,-2.33109574,2.44491536
50131,11,6347496.43,-22945.0704,622823.907,-2.33333087,2.44377837
50161,11,6347497.09,-22945.1089,622824.343,-1.69646181,2.4426217
50191,11,6347497.52,-22945.4426,622824.676,-1.12487613,2.44144651
50221,11,6347497.18,-22945.4824,622824.688,-1.58597868,2.4402539
50251,11,6347497.25,-22945.7205,622824.783,-1.76899605,2.43904465
50281,11,6347496.46,-22945.2023,622824.579,-1.97777758,2.43781995
50311,11,6347497.52,-22945.3495,622823.727,-1.51863789,2.43658039
50341,11,6347496.33,-22945.7933,622824.858,-2.22647811,2.43532744
50371,11,6347495.74,-22945.9062,622824.148,-2.96891873,2.19312225
50401,11,6347496.72,-22945.0882,622823.799,-2.63002582,2.19433461
50431,11,6347496.17,-22945.2582,622823.999,-2.80611259,2.19554228
50461,11,6347495.04,-22946.2515,622823.998,-3.35900537,2.19674517
50491,11,6347495.36,-22946.2954,622824.005,-3.16660838,2.19794297
50521,11,6347495.41,-22946.0329,622823.926,-2.87027133,2.19913591
50551,11,6347496.74,-22945.9541,622823.808,-2.01622786,2.20032379
50581,11,6347495.24,-22945.3117,622824.406,-2.58836039,2.20150708
50611,11,6347495.57,-22946.0615,622824.094,-2.958017,2.20268528
50641,11,6347496.13,-22945.9041,622824.402,-2.64537014,2.20385853
50671,11,6347495.74,-22946.1004,622824.339,-2.96156517,2.205027
50701,11,6347496.99,-22945.3804,622824.516,-2.10694942,2.20619036
50731,11,6347496.53,-22945.9261,622823.815,-2.4971988,2.20734909
50761,11,6347496.96,-22945.3106,622823.916,-1.77879485,2.2085028
50791,11,6347496.05,-22945.4508,622824.395,-2.25319843,2.20965182
50821,11,6347496.31,-22945.5491,622824.239,-1.95152399,2.21079588
50851,11,6347497.04,-22945.5833,622824.244,-1.67572093,1.86338243
50881,10,6347496.35,-22945.3115,622824.287,-2.32489339,1.8640694
50911,10,6347497.74,-22944.7905,622823.566,-1.33570067,1.86478478
50941,11,6347497.9,-22945.7989,622823.976,-1.33531409,1.8655291
50971,11,6347496.98,-22945.2597,622824.326,-1.92961207,1.86630268
51001,11,6347497.12,-22945.9992,622823.93,-1.77582876,1.86710563
51031,11,6347498.99,-22944.6409,622823.882,-0.483209145,1.86793815
51061,11,6347496.16,-22945.8523,622824.025,-2.33580612,1.86880111
51091,11,6347497.98,-22944.7815,622824.096,-0.886215453,1.86969395
51121,11,6347497.18,-22945.2141,622824.155,-1.34435172,1.87061761
51151,11,6347497.65,-22945.8334,622824.54,-1.01425819,1.87157199
51181,11,6347497.76,-22944.5756,622824.188,-1.18082491,1.87255756
51211,11,6347497.78,-22945.4167,622824.286,-0.98841155,1.87357451
51241,11,6347497.71,-22944.6786,622823.611,-1.26481463,1.87462314
51271,11,6347497.62,-22945.0416,622823.648,-1.22729473,1.87570368
51301,10,6347498.56,-22945.5367,622823.699,-0.543837833,1.87681629
51331,10,6347497.37,-22945.3584,622824.038,-1.46053433,1.87796152
51361,10,6347497.13,-22945.6619,622824.149,-1.79720988,1.87913934
51391,10,6347497.72,-22946.0771,622824.767,-1.15348513,1.88034999
51421,10,6347498.24,-22945.5715,622824.466,-0.777978096,1.88159383
51451,10,6347497.94,-22945.1948,622824.355,-1.29553459,1.88287114
51481,10,6347497.34,-22945.7636,622824.207,-1.79816484,1.88418212
51511,10,6347497.14,-22945.4058,622823.872,-1.91354825,1.88552692
51541,10,6347497.31,-22945.4052,622824.102,-1.78748007,1.88690575
51571,10,6347498.23,-22945.3439,622824.279,-0.977011388,1.88831882
51601,10,6347497.55,-22944.6071,622824.39,-1.85160297,1.88976655
51631,10,6347498.59,-22944.8664,622824.649,-1.02280909,1.89124885
51661,10,6347498.99,-22946.0772,622823.963,-0.847308574,1.89276617
51691,10,6347499.05,-22945.1925,622823.669,-0.875213162,1.89431862
51721,10,6347496.75,-22945.7572,622823.743,-2.43965078,1.89590662
51751,10,6347496.88,-22945.4528,622823.789,-2.12210398,1.8975299
51781,10,6347498.19,-22945.2628,622824.239,-1.3880238,1.89918874
51811,10,6347498.73,-22945.8456,622824.162,-0.863695165,1.72618233
51841,10,6347498.05,-22945.4578,622823.953,-1.54910732,1.72584116
51871,10,6347497.46,-22944.8332,622823.878,-1.7228693,1.72551158
51901,10,6347497.25,-22946.0436,622824.09,-1.86989257,1.72519365
51931,10,6347497.39,-22945.4753,622823.885,-1.48310461,1.7248875
51961,10,6347497.8,-22945.6627,622823.894,-1.32976235,1.72459318
51991,10,6347498.24,-22945.882,622824.355,-1.39503928,1.72431082
52021,10,6347498.25,-22946.1389,622823.858,-1.18873251,1.72404055
52051,10,6347498.15,-22945.7302,622824.267,-1.18114461,1.7237824
52081,10,6347496.73,-22945.6966,622824.12,-2.43329473,2.03001225
52111,10,6347498.25,-22946.3124,622823.9,-1.4277824,2.03238688
52141,10,6347496.86,-22945.5621,622823.834,-2.61387434,2.03474513
52171,10,6347496.63,-22945.69,622824.122,-2.19840343,2.03708571
52201,10,6347498.75,-22945.223,622824.274,-0.810301553,2.03940774
52231,10,6347497.57,-22945.9444,622824.299,-1.29823234,2.04171098
52261,10,6347498.12,-22945.5618,622824.034,-1.09308454,2.04399416
52291,10,6347497.62,-22945.5336,622824.437,-1.62234094,2.04625676
52321,10,6347496.9,-22945.2826,622824.883,-2.16633368,2.04849796
52351,10,6347497.2,-22945.5752,622824.426,-1.56751429,2.05071688
52381,10,6347496.89,-22945.8044,622824.762,-2.0218809,2.05291295
52411,10,6347497.27,-22945.5165,622824.289,-1.6763804,2.05508536
52441,10,6347497.49,-22945.9167,622824.252,-1.21844657,2.05723344
52471,10,6347497.77,-22945.4475,622824.276,-1.21433205,2.05935653
52501,10,6347497.09,-22945.3172,622824.473,-1.61980859,2.06145404
52531,10,6347497.57,-22946.0078,622824.28,-1.0155365,2.06352511
52561,10,6347497.67,-22945.351,622824.581,-0.884927857,2.06556929
52591,10,6347497.47,-22945.5352,622824.514,-1.15746748,2.06758593
52621,10,6347497.02,-22945.8606,622824.659,-1.4880666,2.06957444
52651,10,6347496,-22946.0654,622824.583,-2.22864833,2.0715343
52681,10,6347497.65,-22945.2991,622824.45,-1.20937022,2.0734646
52711,10,6347495.64,-22945.4296,622824.602,-2.67313885,2.07536547
52741,10,6347496.54,-22945.5086,622824.668,-2.06553297,2.0772357
52771,10,6347498,-22945.8856,622824.454,-1.10591473,2.07907504
52801,10,6347497.53,-22945.8926,622824.213,-1.40288709,2.08088331
52831,10,6347496.66,-22945.269,622824.596,-1.92037769,2.0826599
52861,10,6347497.5,-22945.5089,622824.562,-1.4986346,2.08440411
52891,10,6347496.99,-22945.2907,622824.454,-1.59134236,2.08611591
52921,10,6347497.51,-22945.8751,622824.511,-1.48406731,2.08779462
52951,10,6347498.88,-22944.9855,622824.538,-0.343757486,2.08943995
52981,10,6347496.96,-22945.2276,622824.603,-1.89089231,2.09105197
53011,10,6347497.36,-22945.4887,622824.387,-1.77577124,2.09262976
53041,10,6347497.19,-22945.7858,622824.475,-1.88384575,2.09417334
53071,10,6347497.12,-22945.574,622824.402,-1.62548889,2.09568237
53101,10,6347497.39,-22945.2027,622824.425,-1.64032069,2.09715658
53131,10,6347496.63,-22946.1975,622824.499,-2.2128713,2.09859585
53161,10,6347496.8,-22945.428,622824.38,-2.20812798,2.09999982
53191,10,6347497.11,-22946.0466,622824.638,-1.67300083,2.10136833
53221,10,6347497.1,-22945.6056,622824.956,-1.74660683,2.10270132
53251,10,6347496.83,-22945.8469,622824.407,-1.83332077,2.10399861
53281,10,6347498.07,-22945.1619,622824.315,-0.931107839,2.10525989
53311,10,6347497.81,-22945.7037,622824.18,-0.939755807,2.10648537
53341,10,6347496.43,-22945.4343,622824.597,-2.02527388,2.10767496
53371,10,6347497.23,-22945.4712,622824.407,-1.43052061,2.10882819
53401,10,6347498.3,-22945.3568,622824.612,-0.91432801,2.10994525
53431,10,6347497,-22945.6937,622825.09,-1.64505769,2.11102641
53461,10,6347496.39,-22945.5294,622824.163,-2.33432083,2.11207133
53491,10,6347496.7,-22945.9731,622824.647,-2.25705433,2.11307994
53521,10,6347497.45,-22945.1983,622824.498,-1.66919599,2.1140524
53551,10,6347497.06,-22945.3953,622824.741,-1.65373551,2.11498885
53581,10,6347497.75,-22945.519,622824.98,-1.19018161,2.11588913
53611,10,6347497.79,-22945.8966,622825.065,-1.0439528,2.11675349
53641,10,6347498.67,-22945.6864,622824.407,-0.729837226,2.11758189
53671,10,6347496.2,-22945.4562,622824.371,-2.55384913,2.11837488
53701,10,6347498.08,-22945.3945,622824.627,-1.14503066,2.11913165
53731,10,6347498.19,-22945.8311,622824.553,-0.991181063,2.11985306
53761,10,6347498.02,-22945.7673,622824.542,-1.04995154,2.12053907
53791,10,6347496.27,-22945.3062,622824.846,-2.44565252,2.12118998
53821,10,6347496.87,-22945.7729,622824.339,-2.16578399,2.12180546
53851,10,6347497.31,-22944.8688,622824.536,-1.6952013,2.12238599
53881,10,6347498.58,-22945.6664,622824.381,-0.942421276,2.12293157
53911,10,6347496.85,-22944.5849,622825.144,-2.03793403,2.1234429
53941,10,6347498.13,-22945.0668,622824.755,-1.14147485,2.12391938
53971,10,6347498.17,-22944.6328,622824.697,-1.36772247,2.12436174
54001,10,6347497.3,-22945.752,622825.159,-2.25726638,2.12477008
54031,10,6347497.48,-22945.4782,622824.544,-2.26800138,2.12514444
54061,10,6347496.87,-22945.4597,622824.288,-2.73133481,2.12548517
54091,10,6347497.15,-22945.1054,622824.699,-2.41337031,2.1257923
54121,10,6347496.34,-22945.5841,622824.037,-3.2292228,2.12606622
54151,10,6347496.43,-22946.0947,622824.665,-3.06252698,2.12630692
54181,10,6347497.32,-22944.8897,622824.686,-2.59434821,2.12651466
54211,10,6347497.45,-22944.973,622824.597,-2.48855021,2.12668974
54241,10,6347496.75,-22945.6858,622824.727,-3.06004341,2.12683237
54271,10,6347497.31,-22945.4448,622824.938,-2.68383349,2.12694254
54301,10,6347497.72,-22945.5768,622824.476,-2.51361819,2.12702059
54331,10,6347497.22,-22945.8202,622824.737,-2.87944885,2.12706678
54361,10,6347497.01,-22945.6886,622824.426,-2.76736859,2.12708117
54391,10,6347497.4,-22945.6197,622824.533,-2.94997644,2.12706388
54421,10,6347497.68,-22945.2405,622824.607,-2.71431969,2.12701518
54451,10,6347497.93,-22945.6866,622824.432,-2.63177836,2.1269352
54481,10,6347497.85,-22945.7852,622824.375,-2.13582766,2.12682415
54511,10,6347496.92,-22945.1625,622824.891,-2.63474916,2.12668225
54541,10,6347496.48,-22945.8952,622824.58,-2.83021579,2.12650943
